order_details_id,order_id,pizza_id,quantity
10218,6072,pizza_pepperoni_l,3
10219,6072,pizza_pepperoni_l,3
10220,6073,pizza_margherita_m,1
10221,6073,pizza_veggie_m,1
10222,6073,pizza_margherita_l,1
10223,6073,pizza_buffalo_chicken_xl,2
10224,6074,pizza_meat_lovers_m,3
10225,6074,pizza_hawaiian_s,1
10226,6074,pizza_supreme_s,1
10227,6074,pizza_meat_lovers_m,1
10228,6074,pizza_margherita_xl,1
10229,6075,pizza_hawaiian_m,3
10230,6075,pizza_pepperoni_s,1
10231,6075,pizza_hawaiian_xl,2
10232,6076,pizza_bbq_chicken_xl,1
10233,6076,pizza_margherita_xl,1
10234,6077,pizza_meat_lovers_s,2
10235,6077,pizza_spinach_feta_m,1
10236,6078,pizza_mushroom_l,2
10237,6079,pizza_spinach_feta_l,2
10238,6080,pizza_bbq_chicken_s,3
10239,6080,pizza_margherita_xl,2
10240,6080,pizza_bbq_chicken_m,3
10241,6080,pizza_margherita_s,1
10242,6081,pizza_supreme_s,2
10243,6081,pizza_buffalo_chicken_xl,1
10244,6082,pizza_mushroom_xl,3
10245,6082,pizza_margherita_s,1
10246,6082,pizza_meat_lovers_l,2
10247,6082,pizza_mushroom_s,2
10248,6083,pizza_mushroom_l,1
10249,6083,pizza_mushroom_m,3
10250,6083,pizza_margherita_s,2
10251,6084,pizza_supreme_s,3
10252,6084,pizza_meat_lovers_xl,2
10253,6084,pizza_hawaiian_l,2
10254,6085,pizza_meat_lovers_l,2
10255,6085,pizza_supreme_l,2
10256,6085,pizza_spinach_feta_m,3
10257,6085,pizza_pepperoni_l,3
10258,6085,pizza_bbq_chicken_s,3
10259,6086,pizza_hawaiian_l,1
10260,6086,pizza_hawaiian_l,3
10261,6087,pizza_bbq_chicken_xl,1
10262,6087,pizza_bbq_chicken_s,2
10263,6088,pizza_pepperoni_m,1
10264,6088,pizza_buffalo_chicken_l,1
10265,6088,pizza_buffalo_chicken_s,1
10266,6088,pizza_buffalo_chicken_m,2
10267,6089,pizza_supreme_l,3
10268,6089,pizza_pepperoni_s,3
10269,6089,pizza_meat_lovers_m,3
10270,6089,pizza_bbq_chicken_l,3
10271,6090,pizza_supreme_s,1
10272,6090,pizza_hawaiian_l,1
10273,6090,pizza_bbq_chicken_s,3
10274,6091,pizza_buffalo_chicken_l,1
10275,6092,pizza_hawaiian_m,2
10276,6092,pizza_bbq_chicken_s,1
10277,6092,pizza_spinach_feta_s,1
10278,6092,pizza_margherita_xl,1
10279,6093,pizza_meat_lovers_l,1
10280,6094,pizza_hawaiian_m,1
10281,6094,pizza_meat_lovers_l,3
10282,6095,pizza_pepperoni_s,2
10283,6096,pizza_hawaiian_xl,1
10284,6096,pizza_buffalo_chicken_xl,2
10285,6096,pizza_buffalo_chicken_s,1
10286,6096,pizza_buffalo_chicken_l,3
10287,6097,pizza_pepperoni_xl,2
10288,6098,pizza_supreme_l,1
10289,6098,pizza_pepperoni_xl,2
10290,6098,pizza_veggie_m,3
10291,6098,pizza_hawaiian_l,3
10292,6098,pizza_supreme_s,3
10293,6099,pizza_supreme_l,2
10294,6099,pizza_pepperoni_l,2
10295,6099,pizza_pepperoni_s,3
10296,6100,pizza_bbq_chicken_s,1
10297,6100,pizza_margherita_xl,1
10298,6101,pizza_bbq_chicken_m,1
10299,6101,pizza_hawaiian_s,2
10300,6101,pizza_spinach_feta_xl,2
10301,6101,pizza_spinach_feta_xl,3
10302,6102,pizza_veggie_m,1
10303,6102,pizza_mushroom_m,1
10304,6102,pizza_margherita_l,3
10305,6103,pizza_buffalo_chicken_m,2
10306,6104,pizza_bbq_chicken_s,2
10307,6104,pizza_spinach_feta_m,3
10308,6104,pizza_buffalo_chicken_m,1
10309,6105,pizza_buffalo_chicken_s,1
10310,6106,pizza_meat_lovers_xl,1
10311,6106,pizza_hawaiian_xl,2
10312,6106,pizza_mushroom_xl,3
10313,6106,pizza_supreme_m,2
10314,6107,pizza_buffalo_chicken_xl,1
10315,6107,pizza_spinach_feta_m,1
10316,6107,pizza_pepperoni_l,3
10317,6108,pizza_hawaiian_m,3
10318,6108,pizza_veggie_m,1
10319,6108,pizza_spinach_feta_m,2
10320,6108,pizza_hawaiian_l,2
10321,6108,pizza_margherita_m,1
10322,6109,pizza_buffalo_chicken_m,1
10323,6109,pizza_hawaiian_m,3
10324,6109,pizza_spinach_feta_l,2
10325,6109,pizza_margherita_xl,1
10326,6110,pizza_pepperoni_s,2
10327,6110,pizza_buffalo_chicken_l,2
10328,6111,pizza_mushroom_m,3
10329,6111,pizza_buffalo_chicken_m,2
10330,6111,pizza_spinach_feta_xl,2
10331,6111,pizza_veggie_xl,3
10332,6112,pizza_veggie_xl,3
10333,6112,pizza_margherita_s,2
10334,6112,pizza_supreme_xl,3
10335,6112,pizza_spinach_feta_m,1
10336,6113,pizza_hawaiian_m,1
10337,6113,pizza_spinach_feta_xl,1
10338,6113,pizza_supreme_s,1
10339,6113,pizza_bbq_chicken_s,3
10340,6114,pizza_bbq_chicken_s,3
10341,6114,pizza_meat_lovers_s,1
10342,6114,pizza_veggie_xl,2
10343,6114,pizza_spinach_feta_s,3
10344,6114,pizza_bbq_chicken_s,3
10345,6115,pizza_bbq_chicken_s,2
10346,6115,pizza_spinach_feta_s,1
10347,6115,pizza_bbq_chicken_xl,1
10348,6116,pizza_margherita_xl,3
10349,6116,pizza_buffalo_chicken_l,2
10350,6116,pizza_buffalo_chicken_l,3
10351,6117,pizza_bbq_chicken_l,3
10352,6117,pizza_margherita_m,2
10353,6118,pizza_pepperoni_l,1
10354,6118,pizza_meat_lovers_l,1
10355,6118,pizza_hawaiian_xl,2
10356,6118,pizza_meat_lovers_xl,2
10357,6119,pizza_pepperoni_xl,3
10358,6120,pizza_margherita_l,1
10359,6120,pizza_meat_lovers_xl,2
10360,6120,pizza_pepperoni_l,2
10361,6121,pizza_mushroom_xl,1
10362,6121,pizza_pepperoni_m,3
10363,6121,pizza_veggie_m,3
10364,6122,pizza_buffalo_chicken_xl,2
10365,6122,pizza_hawaiian_xl,2
10366,6122,pizza_margherita_l,1
10367,6122,pizza_supreme_m,1
10368,6122,pizza_pepperoni_s,3
10369,6123,pizza_pepperoni_l,2
10370,6123,pizza_pepperoni_l,1
10371,6124,pizza_buffalo_chicken_xl,2
10372,6124,pizza_spinach_feta_l,2
10373,6125,pizza_mushroom_m,3
10374,6125,pizza_margherita_l,1
10375,6125,pizza_mushroom_s,3
10376,6126,pizza_meat_lovers_xl,3
10377,6126,pizza_buffalo_chicken_m,1
10378,6126,pizza_margherita_m,3
10379,6126,pizza_pepperoni_l,1
10380,6126,pizza_pepperoni_m,2
10381,6127,pizza_supreme_s,1
10382,6127,pizza_hawaiian_s,3
10383,6127,pizza_supreme_m,2
10384,6127,pizza_bbq_chicken_xl,3
10385,6127,pizza_meat_lovers_xl,3
10386,6128,pizza_veggie_s,3
10387,6128,pizza_supreme_l,3
10388,6128,pizza_pepperoni_l,2
10389,6128,pizza_buffalo_chicken_s,2
10390,6128,pizza_supreme_m,2
10391,6129,pizza_margherita_xl,1
10392,6130,pizza_spinach_feta_m,1
10393,6130,pizza_mushroom_m,2
10394,6130,pizza_margherita_xl,2
10395,6130,pizza_spinach_feta_m,1
10396,6131,pizza_hawaiian_xl,2
10397,6131,pizza_hawaiian_s,1
10398,6131,pizza_hawaiian_xl,2
10399,6132,pizza_spinach_feta_m,3
10400,6133,pizza_hawaiian_l,1
10401,6133,pizza_hawaiian_l,2
10402,6133,pizza_hawaiian_l,2
10403,6134,pizza_mushroom_s,2
10404,6134,pizza_bbq_chicken_s,1
10405,6134,pizza_mushroom_xl,3
10406,6134,pizza_mushroom_s,3
10407,6135,pizza_pepperoni_l,3
10408,6135,pizza_margherita_m,3
10409,6135,pizza_hawaiian_l,1
10410,6136,pizza_buffalo_chicken_l,3
10411,6136,pizza_pepperoni_l,1
10412,6136,pizza_bbq_chicken_l,1
10413,6136,pizza_veggie_m,3
10414,6136,pizza_bbq_chicken_xl,2
10415,6137,pizza_pepperoni_m,2
10416,6137,pizza_supreme_s,2
10417,6137,pizza_spinach_feta_m,3
10418,6137,pizza_buffalo_chicken_xl,3
10419,6137,pizza_buffalo_chicken_m,1
10420,6138,pizza_spinach_feta_s,1
10421,6138,pizza_hawaiian_l,1
10422,6138,pizza_pepperoni_m,1
10423,6138,pizza_meat_lovers_xl,1
10424,6139,pizza_mushroom_l,1
10425,6139,pizza_pepperoni_xl,2
10426,6139,pizza_margherita_s,2
10427,6139,pizza_veggie_xl,1
10428,6139,pizza_buffalo_chicken_m,1
10429,6140,pizza_hawaiian_l,3
10430,6140,pizza_spinach_feta_s,1
10431,6140,pizza_mushroom_xl,3
10432,6140,pizza_meat_lovers_s,3
10433,6141,pizza_meat_lovers_m,2
10434,6141,pizza_veggie_s,1
10435,6142,pizza_supreme_xl,3
10436,6142,pizza_hawaiian_xl,2
10437,6143,pizza_hawaiian_s,2
10438,6143,pizza_bbq_chicken_s,2
10439,6143,pizza_mushroom_m,3
10440,6143,pizza_spinach_feta_m,2
10441,6143,pizza_bbq_chicken_l,2
10442,6144,pizza_meat_lovers_m,2
10443,6144,pizza_pepperoni_m,1
10444,6145,pizza_mushroom_s,3
10445,6145,pizza_meat_lovers_s,1
10446,6145,pizza_buffalo_chicken_xl,1
10447,6146,pizza_meat_lovers_m,2
10448,6146,pizza_supreme_s,2
10449,6146,pizza_spinach_feta_l,2
10450,6146,pizza_mushroom_xl,2
10451,6147,pizza_mushroom_m,1
10452,6148,pizza_veggie_s,1
10453,6148,pizza_hawaiian_l,3
10454,6148,pizza_pepperoni_s,3
10455,6149,pizza_bbq_chicken_s,2
10456,6149,pizza_pepperoni_m,3
10457,6150,pizza_hawaiian_l,1
10458,6150,pizza_supreme_s,2
10459,6150,pizza_margherita_l,1
10460,6151,pizza_meat_lovers_xl,3
10461,6151,pizza_spinach_feta_xl,3
10462,6151,pizza_spinach_feta_xl,3
10463,6151,pizza_buffalo_chicken_l,1
10464,6151,pizza_veggie_s,2
10465,6152,pizza_meat_lovers_m,2
10466,6152,pizza_bbq_chicken_l,2
10467,6153,pizza_meat_lovers_s,2
10468,6153,pizza_mushroom_l,1
10469,6153,pizza_meat_lovers_xl,1
10470,6153,pizza_spinach_feta_s,3
10471,6154,pizza_veggie_s,3
10472,6154,pizza_meat_lovers_m,3
10473,6154,pizza_meat_lovers_l,2
10474,6154,pizza_veggie_s,1
10475,6155,pizza_meat_lovers_s,1
10476,6155,pizza_meat_lovers_xl,3
10477,6155,pizza_bbq_chicken_s,1
10478,6155,pizza_pepperoni_s,1
10479,6156,pizza_veggie_m,2
10480,6156,pizza_spinach_feta_s,3
10481,6156,pizza_supreme_xl,2
10482,6156,pizza_veggie_m,3
10483,6157,pizza_margherita_xl,1
10484,6157,pizza_pepperoni_l,2
10485,6157,pizza_meat_lovers_s,3
10486,6158,pizza_buffalo_chicken_s,3
10487,6158,pizza_supreme_m,3
10488,6158,pizza_buffalo_chicken_xl,1
10489,6158,pizza_pepperoni_xl,2
10490,6159,pizza_mushroom_xl,3
10491,6159,pizza_bbq_chicken_xl,3
10492,6160,pizza_buffalo_chicken_m,3
10493,6160,pizza_pepperoni_s,3
10494,6160,pizza_pepperoni_s,2
10495,6160,pizza_margherita_xl,2
10496,6160,pizza_mushroom_s,3
10497,6161,pizza_pepperoni_l,3
10498,6161,pizza_buffalo_chicken_m,1
10499,6162,pizza_spinach_feta_xl,2
10500,6163,pizza_bbq_chicken_s,2
10501,6164,pizza_meat_lovers_m,3
10502,6164,pizza_pepperoni_m,3
10503,6164,pizza_meat_lovers_s,1
10504,6165,pizza_mushroom_l,2
10505,6165,pizza_hawaiian_m,1
10506,6165,pizza_spinach_feta_xl,2
10507,6165,pizza_supreme_l,1
10508,6166,pizza_spinach_feta_m,2
10509,6166,pizza_spinach_feta_m,2
10510,6166,pizza_bbq_chicken_xl,2
10511,6167,pizza_supreme_xl,3
10512,6167,pizza_meat_lovers_xl,3
10513,6167,pizza_buffalo_chicken_m,1
10514,6167,pizza_bbq_chicken_m,3
10515,6167,pizza_supreme_xl,2
10516,6168,pizza_meat_lovers_xl,1
10517,6169,pizza_supreme_l,2
10518,6169,pizza_pepperoni_s,2
10519,6170,pizza_meat_lovers_xl,3
10520,6170,pizza_hawaiian_m,1
10521,6170,pizza_margherita_s,3
10522,6170,pizza_buffalo_chicken_l,2
10523,6171,pizza_spinach_feta_xl,1
10524,6171,pizza_margherita_s,3
10525,6171,pizza_hawaiian_m,2
10526,6171,pizza_hawaiian_xl,2
10527,6172,pizza_margherita_s,2
10528,6172,pizza_mushroom_xl,2
10529,6172,pizza_veggie_l,2
10530,6172,pizza_spinach_feta_s,2
10531,6173,pizza_veggie_m,2
10532,6173,pizza_pepperoni_l,3
10533,6173,pizza_margherita_m,1
10534,6173,pizza_pepperoni_m,2
10535,6174,pizza_buffalo_chicken_xl,3
10536,6174,pizza_mushroom_l,1
10537,6174,pizza_buffalo_chicken_l,3
10538,6174,pizza_spinach_feta_s,2
10539,6175,pizza_mushroom_m,2
10540,6175,pizza_veggie_s,1
10541,6175,pizza_veggie_l,2
10542,6175,pizza_bbq_chicken_l,3
10543,6176,pizza_meat_lovers_l,3
10544,6176,pizza_buffalo_chicken_xl,1
10545,6176,pizza_margherita_l,1
10546,6177,pizza_buffalo_chicken_m,1
10547,6177,pizza_hawaiian_m,1
10548,6178,pizza_pepperoni_m,2
10549,6178,pizza_spinach_feta_l,1
10550,6179,pizza_margherita_m,3
10551,6179,pizza_buffalo_chicken_l,3
10552,6179,pizza_mushroom_s,2
10553,6179,pizza_supreme_l,3
10554,6180,pizza_mushroom_s,3
10555,6180,pizza_spinach_feta_xl,2
10556,6180,pizza_mushroom_s,1
10557,6180,pizza_pepperoni_xl,3
10558,6181,pizza_veggie_s,3
10559,6181,pizza_spinach_feta_s,3
10560,6181,pizza_pepperoni_s,1
10561,6181,pizza_bbq_chicken_xl,1
10562,6181,pizza_supreme_l,2
10563,6182,pizza_bbq_chicken_m,3
10564,6182,pizza_bbq_chicken_s,3
10565,6182,pizza_bbq_chicken_m,3
10566,6183,pizza_supreme_l,3
10567,6184,pizza_mushroom_l,2
10568,6184,pizza_buffalo_chicken_xl,2
10569,6184,pizza_mushroom_xl,3
10570,6184,pizza_meat_lovers_s,1
10571,6185,pizza_margherita_xl,2
10572,6185,pizza_mushroom_s,2
10573,6185,pizza_bbq_chicken_s,2
10574,6186,pizza_veggie_s,1
10575,6186,pizza_mushroom_m,2
10576,6186,pizza_veggie_xl,1
10577,6186,pizza_hawaiian_m,3
10578,6186,pizza_pepperoni_xl,2
10579,6187,pizza_margherita_m,1
10580,6187,pizza_pepperoni_s,1
10581,6187,pizza_hawaiian_xl,1
10582,6187,pizza_mushroom_xl,3
10583,6187,pizza_meat_lovers_s,1
10584,6188,pizza_supreme_xl,1
10585,6188,pizza_pepperoni_xl,2
10586,6188,pizza_supreme_m,2
10587,6188,pizza_supreme_s,1
10588,6188,pizza_supreme_m,3
10589,6189,pizza_mushroom_m,3
10590,6190,pizza_supreme_m,2
10591,6191,pizza_bbq_chicken_xl,3
10592,6192,pizza_bbq_chicken_l,3
10593,6193,pizza_mushroom_m,1
10594,6193,pizza_hawaiian_m,1
10595,6193,pizza_veggie_s,3
10596,6193,pizza_spinach_feta_xl,1
10597,6193,pizza_buffalo_chicken_m,2
10598,6194,pizza_spinach_feta_xl,3
10599,6194,pizza_meat_lovers_xl,2
10600,6194,pizza_margherita_l,2
10601,6195,pizza_spinach_feta_xl,1
10602,6195,pizza_hawaiian_m,2
10603,6195,pizza_mushroom_l,1
10604,6195,pizza_spinach_feta_xl,3
10605,6196,pizza_spinach_feta_l,2
10606,6196,pizza_margherita_l,1
10607,6196,pizza_pepperoni_l,2
10608,6196,pizza_veggie_xl,1
10609,6196,pizza_bbq_chicken_s,1
10610,6197,pizza_pepperoni_l,3
10611,6197,pizza_buffalo_chicken_s,1
10612,6197,pizza_veggie_m,3
10613,6198,pizza_margherita_xl,2
10614,6198,pizza_supreme_m,3
10615,6198,pizza_buffalo_chicken_l,3
10616,6198,pizza_pepperoni_m,1
10617,6199,pizza_bbq_chicken_s,2
10618,6199,pizza_hawaiian_l,3
10619,6199,pizza_mushroom_m,3
10620,6200,pizza_spinach_feta_xl,3
10621,6200,pizza_spinach_feta_s,3
10622,6200,pizza_pepperoni_s,1
10623,6200,pizza_pepperoni_s,3
10624,6200,pizza_mushroom_xl,1
10625,6201,pizza_margherita_m,3
10626,6202,pizza_bbq_chicken_m,1
10627,6202,pizza_veggie_m,3
10628,6202,pizza_supreme_m,3
10629,6203,pizza_hawaiian_s,3
10630,6204,pizza_supreme_l,2
10631,6204,pizza_mushroom_l,1
10632,6204,pizza_pepperoni_xl,1
10633,6204,pizza_veggie_xl,1
10634,6204,pizza_meat_lovers_l,1
10635,6205,pizza_pepperoni_s,1
10636,6205,pizza_buffalo_chicken_s,2
10637,6206,pizza_hawaiian_m,2
10638,6206,pizza_buffalo_chicken_s,3
10639,6206,pizza_mushroom_s,2
10640,6206,pizza_spinach_feta_l,1
10641,6206,pizza_buffalo_chicken_s,2
10642,6207,pizza_mushroom_m,3
10643,6207,pizza_hawaiian_l,2
10644,6207,pizza_pepperoni_xl,1
10645,6208,pizza_mushroom_s,1
10646,6208,pizza_buffalo_chicken_s,2
10647,6208,pizza_buffalo_chicken_m,3
10648,6209,pizza_margherita_xl,2
10649,6209,pizza_hawaiian_m,1
10650,6210,pizza_supreme_s,3
10651,6210,pizza_margherita_s,2
10652,6211,pizza_veggie_l,1
10653,6211,pizza_mushroom_s,2
10654,6211,pizza_spinach_feta_xl,3
10655,6211,pizza_margherita_m,1
10656,6212,pizza_mushroom_xl,3
10657,6212,pizza_margherita_s,3
10658,6213,pizza_spinach_feta_l,1
10659,6214,pizza_mushroom_xl,1
10660,6214,pizza_meat_lovers_s,1
10661,6215,pizza_hawaiian_l,3
10662,6215,pizza_supreme_s,3
10663,6215,pizza_buffalo_chicken_s,1
10664,6215,pizza_margherita_m,2
10665,6216,pizza_margherita_l,2
10666,6217,pizza_spinach_feta_s,1
10667,6217,pizza_margherita_m,2
10668,6217,pizza_veggie_l,3
10669,6217,pizza_bbq_chicken_xl,2
10670,6217,pizza_buffalo_chicken_xl,2
10671,6218,pizza_margherita_m,3
10672,6218,pizza_spinach_feta_m,3
10673,6218,pizza_margherita_s,1
10674,6219,pizza_spinach_feta_m,2
10675,6219,pizza_meat_lovers_xl,1
10676,6219,pizza_mushroom_l,2
10677,6219,pizza_buffalo_chicken_m,2
10678,6219,pizza_veggie_s,3
10679,6220,pizza_margherita_m,2
10680,6220,pizza_pepperoni_m,1
10681,6220,pizza_mushroom_s,2
10682,6221,pizza_margherita_m,3
10683,6221,pizza_buffalo_chicken_l,2
10684,6221,pizza_spinach_feta_m,3
10685,6221,pizza_mushroom_l,2
10686,6221,pizza_veggie_s,1
