order_details_id,order_id,pizza_id,quantity
159,54,pizza_spinach_feta_l,2
160,54,pizza_hawaiian_l,2
161,55,pizza_hawaiian_l,3
162,55,pizza_buffalo_chicken_xl,1
163,56,pizza_margherita_m,3
164,56,pizza_mushroom_l,3
165,57,pizza_meat_lovers_s,1
166,57,pizza_meat_lovers_xl,1
167,57,pizza_spinach_feta_xl,2
168,57,pizza_spinach_feta_l,2
169,57,pizza_bbq_chicken_m,2
170,58,pizza_spinach_feta_m,1
171,59,pizza_pepperoni_s,2
172,59,pizza_bbq_chicken_l,1
173,59,pizza_spinach_feta_m,2
174,59,pizza_supreme_xl,1
175,60,pizza_supreme_xl,3
176,60,pizza_spinach_feta_m,2
177,60,pizza_buffalo_chicken_xl,3
178,61,pizza_veggie_xl,2
179,61,pizza_supreme_m,2
180,61,pizza_veggie_xl,3
181,62,pizza_pepperoni_xl,3
182,62,pizza_veggie_xl,2
183,62,pizza_margherita_m,2
184,63,pizza_hawaiian_s,2
185,63,pizza_pepperoni_m,2
186,63,pizza_hawaiian_xl,3
187,64,pizza_mushroom_s,1
188,64,pizza_spinach_feta_m,2
189,65,pizza_supreme_m,1
190,65,pizza_margherita_m,2
191,65,pizza_buffalo_chicken_m,2
192,65,pizza_mushroom_m,3
193,65,pizza_mushroom_s,3
194,66,pizza_veggie_s,2
195,66,pizza_supreme_m,3
196,66,pizza_veggie_l,2
197,66,pizza_pepperoni_xl,3
198,66,pizza_supreme_s,3
199,67,pizza_margherita_xl,3
200,68,pizza_supreme_xl,3
201,68,pizza_hawaiian_s,1
202,68,pizza_meat_lovers_s,3
203,69,pizza_meat_lovers_m,2
204,69,pizza_mushroom_s,2
205,69,pizza_buffalo_chicken_l,2
206,70,pizza_buffalo_chicken_s,1
207,70,pizza_mushroom_xl,2
208,70,pizza_meat_lovers_xl,2
209,70,pizza_meat_lovers_s,1
210,71,pizza_pepperoni_m,1
211,71,pizza_bbq_chicken_s,3
212,72,pizza_veggie_xl,1
213,73,pizza_bbq_chicken_xl,2
214,73,pizza_supreme_s,2
215,73,pizza_pepperoni_s,3
216,73,pizza_hawaiian_xl,1
217,73,pizza_supreme_s,2
218,74,pizza_bbq_chicken_xl,1
219,75,pizza_bbq_chicken_m,1
220,76,pizza_margherita_m,1
221,76,pizza_pepperoni_xl,2
222,76,pizza_bbq_chicken_xl,1
223,76,pizza_supreme_s,1
224,76,pizza_supreme_l,1
225,77,pizza_margherita_xl,1
226,78,pizza_buffalo_chicken_xl,3
227,78,pizza_pepperoni_s,1
228,79,pizza_bbq_chicken_s,2
229,79,pizza_hawaiian_l,2
230,79,pizza_supreme_s,2
231,79,pizza_supreme_xl,2
232,80,pizza_meat_lovers_l,3
233,80,pizza_pepperoni_m,2
234,81,pizza_hawaiian_s,3
235,82,pizza_margherita_s,1
236,82,pizza_spinach_feta_s,3
237,82,pizza_supreme_xl,1
238,82,pizza_bbq_chicken_s,3
239,83,pizza_buffalo_chicken_xl,3
240,83,pizza_veggie_s,3
241,83,pizza_mushroom_s,3
242,83,pizza_supreme_xl,1
243,83,pizza_pepperoni_m,3
244,84,pizza_supreme_l,1
245,84,pizza_buffalo_chicken_m,1
246,84,pizza_bbq_chicken_m,2
247,84,pizza_bbq_chicken_l,1
248,85,pizza_pepperoni_l,1
249,85,pizza_meat_lovers_l,1
250,85,pizza_veggie_l,3
251,85,pizza_meat_lovers_xl,2
252,86,pizza_mushroom_m,1
253,86,pizza_pepperoni_xl,2
254,86,pizza_mushroom_xl,1
255,87,pizza_veggie_m,3
256,88,pizza_buffalo_chicken_xl,3
257,88,pizza_margherita_m,3
258,88,pizza_meat_lovers_xl,3
259,89,pizza_margherita_s,3
260,89,pizza_mushroom_l,1
261,90,pizza_mushroom_l,3
262,90,pizza_meat_lovers_s,3
263,90,pizza_veggie_m,1
264,91,pizza_buffalo_chicken_m,3
265,91,pizza_hawaiian_m,1
266,91,pizza_hawaiian_l,2
267,92,pizza_mushroom_s,3
268,92,pizza_mushroom_xl,3
269,92,pizza_buffalo_chicken_s,1
270,93,pizza_margherita_xl,1
271,93,pizza_meat_lovers_l,1
272,93,pizza_margherita_l,2
273,93,pizza_spinach_feta_l,2
274,93,pizza_spinach_feta_m,1
275,94,pizza_meat_lovers_m,1
276,94,pizza_meat_lovers_xl,2
277,94,pizza_pepperoni_xl,1
278,94,pizza_pepperoni_l,3
279,95,pizza_bbq_chicken_s,2
280,95,pizza_margherita_m,1
281,95,pizza_supreme_xl,2
282,96,pizza_margherita_m,3
283,96,pizza_meat_lovers_l,2
284,96,pizza_bbq_chicken_m,1
285,97,pizza_bbq_chicken_s,3
286,97,pizza_margherita_xl,3
287,97,pizza_hawaiian_xl,1
288,97,pizza_margherita_l,2
289,97,pizza_hawaiian_m,1
290,98,pizza_meat_lovers_s,3
291,98,pizza_veggie_m,2
292,99,pizza_pepperoni_l,1
293,99,pizza_supreme_l,2
294,100,pizza_buffalo_chicken_l,2
295,100,pizza_supreme_m,3
296,100,pizza_supreme_xl,3
297,101,pizza_mushroom_xl,3
298,101,pizza_mushroom_l,2
299,102,pizza_buffalo_chicken_l,1
300,102,pizza_margherita_l,1
301,102,pizza_pepperoni_m,2
302,102,pizza_meat_lovers_xl,2
303,103,pizza_mushroom_xl,2
304,103,pizza_margherita_s,2
305,103,pizza_meat_lovers_m,3
306,103,pizza_hawaiian_s,3
307,103,pizza_spinach_feta_xl,2
308,104,pizza_mushroom_l,3
309,104,pizza_mushroom_m,3
310,104,pizza_hawaiian_l,2
311,104,pizza_buffalo_chicken_m,1
312,104,pizza_meat_lovers_s,1
313,105,pizza_supreme_s,1
314,105,pizza_mushroom_s,2
315,105,pizza_hawaiian_xl,2
316,105,pizza_supreme_l,1
317,105,pizza_buffalo_chicken_xl,3
318,106,pizza_mushroom_xl,3
319,106,pizza_mushroom_l,3
320,106,pizza_supreme_m,2
321,107,pizza_hawaiian_l,3
322,107,pizza_pepperoni_s,2
323,108,pizza_bbq_chicken_l,3
324,108,pizza_hawaiian_xl,2
325,109,pizza_pepperoni_xl,1
326,110,pizza_spinach_feta_s,3
327,110,pizza_veggie_l,2
328,111,pizza_buffalo_chicken_s,3
329,111,pizza_veggie_l,2
330,111,pizza_spinach_feta_l,1
331,112,pizza_bbq_chicken_m,2
332,112,pizza_spinach_feta_s,1
333,113,pizza_veggie_s,1
334,113,pizza_buffalo_chicken_s,2
335,113,pizza_supreme_m,3
336,113,pizza_hawaiian_m,3
337,114,pizza_margherita_xl,1
338,114,pizza_hawaiian_m,3
339,115,pizza_hawaiian_xl,3
340,115,pizza_veggie_xl,1
341,116,pizza_hawaiian_l,3
342,116,pizza_margherita_s,1
343,116,pizza_supreme_xl,1
344,117,pizza_pepperoni_xl,1
345,118,pizza_veggie_m,3
346,118,pizza_margherita_s,1
347,118,pizza_mushroom_xl,2
348,118,pizza_supreme_m,3
349,119,pizza_bbq_chicken_m,3
350,119,pizza_buffalo_chicken_m,1
351,120,pizza_bbq_chicken_l,1
352,120,pizza_supreme_xl,2
353,120,pizza_veggie_l,2
354,120,pizza_hawaiian_m,3
355,121,pizza_supreme_l,2
356,121,pizza_buffalo_chicken_m,3
357,121,pizza_margherita_l,1
358,122,pizza_supreme_s,3
359,123,pizza_bbq_chicken_s,1
360,123,pizza_margherita_l,2
361,124,pizza_margherita_xl,3
362,124,pizza_pepperoni_xl,2
363,125,pizza_mushroom_m,2
364,125,pizza_pepperoni_s,1
365,125,pizza_bbq_chicken_xl,2
366,126,pizza_mushroom_xl,3
367,126,pizza_bbq_chicken_m,1
368,126,pizza_veggie_s,2
369,126,pizza_meat_lovers_xl,1
370,127,pizza_hawaiian_xl,1
371,127,pizza_veggie_l,1
372,127,pizza_margherita_xl,2
373,127,pizza_meat_lovers_l,3
374,128,pizza_buffalo_chicken_s,1
375,129,pizza_veggie_xl,2
376,129,pizza_meat_lovers_xl,3
377,129,pizza_bbq_chicken_s,3
378,129,pizza_spinach_feta_m,3
379,129,pizza_hawaiian_xl,3
380,130,pizza_veggie_s,1
381,130,pizza_margherita_l,2
382,130,pizza_supreme_l,3
383,131,pizza_hawaiian_s,2
384,131,pizza_veggie_xl,2
385,131,pizza_hawaiian_s,1
386,131,pizza_veggie_s,2
387,132,pizza_meat_lovers_xl,3
388,133,pizza_hawaiian_l,1
389,133,pizza_veggie_xl,3
390,133,pizza_margherita_s,1
391,133,pizza_meat_lovers_l,1
392,133,pizza_veggie_m,2
393,134,pizza_margherita_l,2
394,134,pizza_supreme_l,1
395,134,pizza_bbq_chicken_l,3
396,134,pizza_veggie_l,1
397,135,pizza_spinach_feta_xl,2
398,135,pizza_supreme_s,2
399,135,pizza_veggie_s,3
400,135,pizza_hawaiian_s,3
401,135,pizza_hawaiian_m,1
402,136,pizza_spinach_feta_s,1
403,137,pizza_supreme_s,1
404,137,pizza_veggie_l,3
405,138,pizza_pepperoni_m,2
406,138,pizza_bbq_chicken_xl,1
407,138,pizza_spinach_feta_xl,1
408,138,pizza_bbq_chicken_m,3
409,139,pizza_bbq_chicken_m,2
410,139,pizza_margherita_m,2
411,139,pizza_pepperoni_m,3
412,139,pizza_mushroom_s,2
413,139,pizza_meat_lovers_m,3
414,140,pizza_veggie_m,2
415,141,pizza_mushroom_l,3
416,141,pizza_hawaiian_l,2
417,142,pizza_veggie_xl,1
418,142,pizza_bbq_chicken_s,3
419,142,pizza_supreme_l,1
420,142,pizza_buffalo_chicken_m,1
421,143,pizza_veggie_l,1
422,143,pizza_margherita_s,1
423,144,pizza_margherita_m,1
424,144,pizza_supreme_s,1
425,144,pizza_veggie_xl,2
426,144,pizza_mushroom_xl,1
427,144,pizza_buffalo_chicken_s,1
428,145,pizza_hawaiian_s,3
429,146,pizza_supreme_m,2
430,146,pizza_buffalo_chicken_l,3
431,146,pizza_meat_lovers_l,1
432,146,pizza_buffalo_chicken_xl,1
433,146,pizza_meat_lovers_m,3
434,147,pizza_mushroom_s,1
435,147,pizza_margherita_l,3
436,147,pizza_veggie_xl,3
437,147,pizza_hawaiian_m,3
438,147,pizza_supreme_l,2
439,148,pizza_veggie_s,1
440,148,pizza_buffalo_chicken_xl,1
441,148,pizza_mushroom_l,2
442,149,pizza_margherita_s,2
443,150,pizza_meat_lovers_l,1
444,150,pizza_spinach_feta_s,2
445,150,pizza_bbq_chicken_l,2
446,150,pizza_spinach_feta_s,2
447,151,pizza_spinach_feta_l,2
448,151,pizza_meat_lovers_xl,2
449,151,pizza_bbq_chicken_xl,3
450,151,pizza_hawaiian_s,1
451,151,pizza_spinach_feta_s,3
452,152,pizza_veggie_l,1
453,153,pizza_margherita_l,3
454,153,pizza_mushroom_xl,1
455,153,pizza_veggie_xl,3
456,153,pizza_hawaiian_s,1
457,153,pizza_meat_lovers_l,3
458,154,pizza_spinach_feta_xl,2
459,154,pizza_buffalo_chicken_m,3
460,154,pizza_pepperoni_l,3
461,155,pizza_mushroom_s,3
462,155,pizza_bbq_chicken_l,1
463,155,pizza_hawaiian_s,1
464,155,pizza_mushroom_m,2
465,155,pizza_supreme_l,2
466,156,pizza_hawaiian_xl,1
467,157,pizza_buffalo_chicken_s,3
468,157,pizza_bbq_chicken_xl,1
469,157,pizza_pepperoni_s,2
470,157,pizza_veggie_s,1
471,158,pizza_meat_lovers_l,1
472,158,pizza_supreme_m,2
473,158,pizza_spinach_feta_xl,2
474,159,pizza_veggie_m,1
475,159,pizza_spinach_feta_l,2
476,159,pizza_pepperoni_m,3
477,160,pizza_margherita_l,3
478,160,pizza_hawaiian_m,3
479,161,pizza_veggie_l,1
480,161,pizza_mushroom_xl,3
481,161,pizza_hawaiian_l,2
482,161,pizza_pepperoni_xl,2
483,162,pizza_hawaiian_xl,2
484,162,pizza_supreme_m,3
485,162,pizza_buffalo_chicken_s,1
486,163,pizza_hawaiian_s,1
487,164,pizza_mushroom_xl,1
488,164,pizza_veggie_s,1
489,164,pizza_margherita_s,3
490,164,pizza_hawaiian_l,1
491,165,pizza_supreme_m,1
492,166,pizza_supreme_xl,1
493,167,pizza_pepperoni_m,1
494,167,pizza_buffalo_chicken_l,1
495,167,pizza_spinach_feta_xl,1
496,168,pizza_spinach_feta_l,3
497,168,pizza_meat_lovers_l,3
498,169,pizza_veggie_s,2
499,169,pizza_margherita_s,3
500,169,pizza_meat_lovers_xl,1
501,170,pizza_veggie_s,3
502,170,pizza_bbq_chicken_s,3
503,170,pizza_margherita_s,2
504,171,pizza_supreme_m,2
505,171,pizza_supreme_m,2
506,171,pizza_buffalo_chicken_xl,1
507,171,pizza_buffalo_chicken_xl,2
508,171,pizza_veggie_xl,2
509,172,pizza_margherita_m,2
510,172,pizza_bbq_chicken_l,1
511,172,pizza_mushroom_s,3
512,172,pizza_veggie_s,1
513,172,pizza_veggie_m,1
514,173,pizza_pepperoni_m,1
515,173,pizza_hawaiian_xl,1
516,173,pizza_margherita_m,3
517,174,pizza_margherita_m,2
518,174,pizza_supreme_s,2
519,174,pizza_meat_lovers_m,3
520,175,pizza_supreme_s,1
521,175,pizza_veggie_l,3
522,176,pizza_pepperoni_xl,3
523,176,pizza_buffalo_chicken_xl,3
524,176,pizza_spinach_feta_m,2
525,176,pizza_hawaiian_xl,2
526,176,pizza_meat_lovers_s,2
527,177,pizza_veggie_m,1
528,177,pizza_veggie_m,3
529,177,pizza_veggie_s,1
530,177,pizza_buffalo_chicken_xl,1
531,178,pizza_supreme_l,3
532,178,pizza_supreme_l,3
533,178,pizza_buffalo_chicken_xl,1
534,178,pizza_mushroom_xl,2
535,178,pizza_hawaiian_xl,1
536,179,pizza_spinach_feta_s,1
537,179,pizza_buffalo_chicken_m,2
538,179,pizza_spinach_feta_l,2
539,179,pizza_supreme_m,3
540,179,pizza_bbq_chicken_s,3
541,180,pizza_bbq_chicken_xl,1
542,180,pizza_meat_lovers_s,3
543,180,pizza_hawaiian_m,1
544,180,pizza_mushroom_s,1
545,181,pizza_veggie_s,2
546,181,pizza_spinach_feta_m,1
547,181,pizza_hawaiian_s,3
548,181,pizza_pepperoni_l,1
549,181,pizza_buffalo_chicken_m,1
550,182,pizza_veggie_m,3
551,183,pizza_pepperoni_l,1
552,183,pizza_spinach_feta_s,2
553,183,pizza_mushroom_l,2
554,184,pizza_pepperoni_m,1
555,185,pizza_meat_lovers_xl,3
556,185,pizza_mushroom_xl,2
557,185,pizza_margherita_l,1
558,186,pizza_pepperoni_m,2
559,186,pizza_mushroom_s,2
560,186,pizza_meat_lovers_l,3
561,186,pizza_buffalo_chicken_s,3
562,186,pizza_supreme_m,1
563,187,pizza_pepperoni_xl,3
564,187,pizza_mushroom_s,1
565,187,pizza_mushroom_m,1
566,187,pizza_mushroom_m,3
567,187,pizza_supreme_s,1
568,188,pizza_spinach_feta_l,3
569,188,pizza_veggie_m,3
570,188,pizza_margherita_xl,1
571,188,pizza_pepperoni_xl,1
572,189,pizza_margherita_l,3
573,189,pizza_meat_lovers_s,2
574,189,pizza_mushroom_xl,3
575,190,pizza_mushroom_xl,1
576,191,pizza_margherita_l,3
577,192,pizza_mushroom_xl,1
578,192,pizza_spinach_feta_s,2
579,192,pizza_supreme_m,3
580,192,pizza_margherita_m,3
581,193,pizza_meat_lovers_l,2
582,193,pizza_meat_lovers_s,3
583,193,pizza_mushroom_l,2
584,193,pizza_margherita_xl,2
585,193,pizza_hawaiian_m,1
586,194,pizza_spinach_feta_l,3
587,194,pizza_pepperoni_m,1
588,194,pizza_meat_lovers_l,3
589,195,pizza_margherita_xl,2
590,195,pizza_buffalo_chicken_s,3
591,195,pizza_supreme_l,1
592,195,pizza_hawaiian_xl,1
593,196,pizza_pepperoni_s,2
594,196,pizza_bbq_chicken_m,3
595,196,pizza_margherita_xl,3
596,197,pizza_hawaiian_xl,1
597,197,pizza_bbq_chicken_l,1
598,197,pizza_spinach_feta_s,3
599,197,pizza_spinach_feta_xl,2
600,198,pizza_pepperoni_m,2
601,198,pizza_spinach_feta_l,3
602,198,pizza_meat_lovers_l,2
603,198,pizza_mushroom_s,3
604,198,pizza_margherita_l,1
605,199,pizza_mushroom_m,1
606,199,pizza_bbq_chicken_l,1
607,199,pizza_margherita_xl,2
608,199,pizza_hawaiian_l,2
609,199,pizza_meat_lovers_xl,2
610,200,pizza_mushroom_m,2
611,200,pizza_spinach_feta_l,2
612,201,pizza_buffalo_chicken_xl,2
613,202,pizza_spinach_feta_xl,3
614,203,pizza_bbq_chicken_xl,3
615,203,pizza_buffalo_chicken_l,2
616,204,pizza_veggie_xl,2
617,204,pizza_meat_lovers_s,1
618,204,pizza_veggie_s,2
619,205,pizza_hawaiian_m,3
620,205,pizza_spinach_feta_s,2
621,205,pizza_hawaiian_m,3
622,205,pizza_supreme_l,1
623,205,pizza_spinach_feta_xl,1
624,206,pizza_veggie_m,3
625,207,pizza_supreme_xl,3
626,207,pizza_buffalo_chicken_xl,3
627,207,pizza_spinach_feta_xl,3
628,207,pizza_pepperoni_l,1
629,208,pizza_supreme_xl,1
630,209,pizza_buffalo_chicken_m,2
631,210,pizza_supreme_s,3
632,210,pizza_hawaiian_xl,1
633,211,pizza_margherita_s,2
634,212,pizza_mushroom_m,2
635,212,pizza_meat_lovers_l,3
636,212,pizza_veggie_xl,2
637,213,pizza_margherita_l,1
638,213,pizza_buffalo_chicken_l,3
639,213,pizza_veggie_xl,1
640,213,pizza_meat_lovers_l,1
641,213,pizza_spinach_feta_s,1
642,214,pizza_veggie_l,2
643,214,pizza_spinach_feta_l,1
644,214,pizza_pepperoni_s,2
645,214,pizza_spinach_feta_xl,2
646,215,pizza_spinach_feta_xl,2
647,216,pizza_mushroom_xl,2
648,217,pizza_margherita_xl,2
649,217,pizza_mushroom_xl,1
650,217,pizza_spinach_feta_m,1
651,218,pizza_bbq_chicken_s,3
652,218,pizza_spinach_feta_l,2
653,219,pizza_spinach_feta_m,3
654,220,pizza_bbq_chicken_s,2
655,220,pizza_spinach_feta_l,2
656,220,pizza_bbq_chicken_s,2
657,220,pizza_mushroom_xl,2
658,221,pizza_margherita_s,1
659,221,pizza_buffalo_chicken_xl,3
660,222,pizza_bbq_chicken_m,3
661,222,pizza_mushroom_s,1
662,222,pizza_buffalo_chicken_m,1
663,223,pizza_bbq_chicken_m,2
664,223,pizza_bbq_chicken_l,1
665,223,pizza_hawaiian_s,3
666,223,pizza_hawaiian_m,1
667,223,pizza_bbq_chicken_m,3
668,224,pizza_spinach_feta_l,3
669,225,pizza_buffalo_chicken_l,1
670,225,pizza_hawaiian_l,3
671,226,pizza_hawaiian_m,2
672,226,pizza_margherita_l,3
673,227,pizza_veggie_l,3
674,227,pizza_spinach_feta_l,2
675,228,pizza_mushroom_m,3
676,228,pizza_supreme_m,2
677,228,pizza_supreme_s,2
678,228,pizza_bbq_chicken_xl,2
679,229,pizza_supreme_xl,3
680,229,pizza_supreme_xl,3
681,229,pizza_hawaiian_s,2
682,229,pizza_bbq_chicken_s,3
683,230,pizza_mushroom_l,1
684,230,pizza_mushroom_l,1
685,230,pizza_veggie_s,1
686,230,pizza_buffalo_chicken_xl,2
687,230,pizza_mushroom_xl,1
688,231,pizza_supreme_m,1
689,231,pizza_spinach_feta_m,2
690,231,pizza_meat_lovers_m,1
691,231,pizza_pepperoni_m,2
692,231,pizza_pepperoni_m,3
693,232,pizza_margherita_l,3
694,232,pizza_mushroom_s,3
695,232,pizza_mushroom_m,3
696,233,pizza_pepperoni_m,1
697,234,pizza_veggie_s,2
698,234,pizza_supreme_xl,2
699,234,pizza_mushroom_l,3
700,234,pizza_spinach_feta_xl,2
701,235,pizza_meat_lovers_xl,2
702,236,pizza_veggie_s,3
703,236,pizza_margherita_s,2
704,236,pizza_mushroom_s,2
705,236,pizza_hawaiian_l,1
706,236,pizza_veggie_s,2
707,237,pizza_bbq_chicken_m,2
708,238,pizza_meat_lovers_l,1
709,238,pizza_spinach_feta_m,2
710,239,pizza_supreme_m,3
711,239,pizza_spinach_feta_m,2
712,239,pizza_pepperoni_xl,1
713,240,pizza_margherita_m,3
714,240,pizza_bbq_chicken_m,2
715,240,pizza_hawaiian_xl,1
716,241,pizza_mushroom_s,1
717,241,pizza_mushroom_s,1
718,241,pizza_margherita_s,2
719,242,pizza_margherita_l,1
720,243,pizza_pepperoni_xl,3
721,243,pizza_supreme_m,1
722,243,pizza_margherita_xl,1
723,244,pizza_veggie_xl,2
724,244,pizza_veggie_xl,1
725,244,pizza_bbq_chicken_xl,1
726,245,pizza_supreme_s,2
727,245,pizza_bbq_chicken_l,2
728,245,pizza_margherita_m,3
729,246,pizza_supreme_l,1
730,246,pizza_pepperoni_s,3
731,246,pizza_pepperoni_m,3
732,246,pizza_spinach_feta_l,3
733,247,pizza_buffalo_chicken_m,1
734,247,pizza_supreme_s,1
735,248,pizza_meat_lovers_m,3
736,248,pizza_margherita_m,2
737,248,pizza_veggie_xl,1
738,248,pizza_margherita_m,2
739,248,pizza_hawaiian_m,1
740,249,pizza_meat_lovers_l,2
741,249,pizza_veggie_s,1
742,250,pizza_mushroom_xl,3
743,250,pizza_bbq_chicken_xl,1
744,250,pizza_supreme_s,1
745,251,pizza_spinach_feta_s,3
746,251,pizza_margherita_s,2
747,251,pizza_mushroom_m,1
748,251,pizza_veggie_s,1
749,252,pizza_margherita_xl,3
750,252,pizza_buffalo_chicken_m,1
751,252,pizza_veggie_m,2
752,253,pizza_meat_lovers_xl,1
753,253,pizza_pepperoni_m,2
754,254,pizza_bbq_chicken_s,3
755,254,pizza_bbq_chicken_l,3
756,255,pizza_spinach_feta_xl,2
757,255,pizza_buffalo_chicken_l,1
758,256,pizza_bbq_chicken_xl,3
759,256,pizza_meat_lovers_xl,3
760,257,pizza_pepperoni_l,1
761,257,pizza_mushroom_xl,3
762,258,pizza_mushroom_l,3
763,258,pizza_mushroom_l,3
764,259,pizza_pepperoni_m,2
765,259,pizza_spinach_feta_s,1
766,259,pizza_bbq_chicken_m,2
767,259,pizza_hawaiian_l,3
